baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C8orf4	4916.20041661585	0.838620396244259	0.167079539791411	5.01928840174702	5.18632375302049e-07	2.59846881244357e-06
RNF138P1	342.988444506922	-0.423561071847785	0.0844005289377883	-5.01846466104487	5.20860721266019e-07	2.60842561918857e-06
CYP51A1	4223.95785256632	-0.337040135689575	0.0671600151906232	-5.01846425634269	5.20861818313647e-07	2.60842561918857e-06
HSPB7	323.188485067575	0.821359238331164	0.163678386801649	5.01812887077458	5.21771732176049e-07	2.61237513316309e-06
NRF1	1257.31813428306	0.12583606659086	0.0250768386009021	5.01801955954422	5.22068628779275e-07	2.61325430725388e-06
VMAC	453.745834674425	0.275628020120445	0.0549308221207013	5.01772974587561	5.22856570768339e-07	2.61659046704602e-06
HOXD13	10.9494502976283	-1.04460776541074	0.208186833381816	-5.01764568124691	5.23085339161767e-07	2.61712739129148e-06
G3BP1	5470.61487142317	-0.264880441013963	0.0527913136834893	-5.01750046611939	5.23480746208611e-07	2.61849760768942e-06
TTLL10	26.7308609137944	0.636204985678078	0.126799142184753	5.01742342035008	5.23690651552834e-07	2.61893950720851e-06
MICU1	3817.29112890669	-0.215012954820297	0.0428545447786613	-5.0172731020902	5.24100415895251e-07	2.62038045023144e-06
DPEP1	110.595331881982	0.708422628608143	0.141255468619832	5.01518727402163	5.29818345983842e-07	2.64821337863324e-06
H2AFV	9081.16473190244	-0.203301320927717	0.040537412384934	-5.01515289129	5.29913102269213e-07	2.64821337863324e-06
REG4	9.81509406184423	1.14327211931081	0.22796726347404	5.01507147073775	5.30137556506549e-07	2.64872066729524e-06
LOC441177	1.77628955417513	-1.32254314330285	0.263732199287486	-5.01472003371567	5.31107424674443e-07	2.65295116095205e-06
CAD	4336.60345862563	-0.301892466273403	0.0602044005414982	-5.01445847077761	5.31830375731252e-07	2.65594659590962e-06
C1orf124	803.686487703356	-0.269387819058591	0.0537232795299434	-5.01435916451162	5.32105103311833e-07	2.65670274524916e-06
TERF1	1102.0126194389	-0.271391593066343	0.0541292787865034	-5.0137670249915	5.33746080979348e-07	2.66427839866058e-06
TMED4	3521.08535652032	-0.241924127242406	0.0482563319739819	-5.01331363877475	5.35005833313186e-07	2.66994803634452e-06
COG5	2668.54116343061	-0.291610298533739	0.0581735516257103	-5.01276422677379	5.36536239491604e-07	2.67696543390623e-06
ERVK13-1	576.40976446673	0.389699743527609	0.0777458245176014	5.01248454107503	5.37316934176566e-07	2.679729520303e-06
IL1R2	71.3535812799613	-0.807789398411027	0.16115574325077	-5.01247663978099	5.37339005185155e-07	2.679729520303e-06
CYP4X1	4104.11513008629	1.02923619025409	0.205340431092385	5.01234065195384	5.37719002574621e-07	2.68100397858543e-06
PECAM1	5749.14983242722	0.424457897581874	0.0846879543873372	5.01202208333586	5.38610209080341e-07	2.68437689032742e-06
ALDH16A1	2496.91114278019	0.422444281039204	0.0842864042011696	5.01200976649734	5.38644694433969e-07	2.68437689032742e-06
EBP	2328.78373122157	-0.392838252393089	0.0783812130761701	-5.01189299036916	5.38971756375503e-07	2.68538564277378e-06
WNK3	169.6904489443	-0.783454609670946	0.156340584804739	-5.01120429253503	5.40904532020482e-07	2.69439242493625e-06
PTPRB	2134.61496010753	0.510565301796032	0.101890689828199	5.01091221049648	5.41726253584488e-07	2.69786186019977e-06
HMGN4	4234.46908226498	-0.240972883952163	0.0480952530689884	-5.01032573020269	5.43379849247538e-07	2.70547156741136e-06
CLDN9	73.4293930768967	-0.823002249810406	0.16427422501903	-5.00992927962415	5.44500407124193e-07	2.71042439257939e-06
B4GALNT2	69.7762167357183	-1.34544874345464	0.268587145756079	-5.00935642198056	5.46123511756428e-07	2.71787593838773e-06
C16orf86	124.725005940604	0.486110160845229	0.0970440490098032	5.00917022532853	5.46652075336751e-07	2.71987813188336e-06
HIST1H2AM	58.0563722155928	-0.784921613288946	0.156707274652665	-5.00883966636962	5.47591661078335e-07	2.72392397743515e-06
ISL2	12.2892295482031	-1.23624937732269	0.246869624494299	-5.00770145316617	5.50838861358473e-07	2.73944423571259e-06
ZNF670-ZNF695	0.994289544258657	-1.26125516534862	0.251913146739609	-5.00670640525293	5.53692829097135e-07	2.75300214864266e-06
CD1A	85.5705013009005	-1.15408936762095	0.230513542024932	-5.00660116313742	5.53995513811403e-07	2.7538715619642e-06
DHX15	7942.5034608364	-0.228788738948219	0.0457011591005143	-5.0061911656338	5.55176221374426e-07	2.75910415531502e-06
LOC100128788	88.6454555597655	0.542352631860397	0.108368665496153	5.00469973840964	5.5949172001727e-07	2.77990996680167e-06
LY6E	21377.9756319231	-0.641101838127146	0.128158484913866	-5.00241430411746	5.66167520183955e-07	2.8124309556936e-06
TOMM22	3510.64728318214	-0.258832745471399	0.0517438225149463	-5.00219606691475	5.66808997116982e-07	2.81496842643805e-06
C3orf25	186.923236556504	0.724010852500968	0.144746465074357	5.00192424132112	5.67608969373182e-07	2.81829168844799e-06
CCDC144C	10.965618264028	-0.898533737423392	0.179676945231095	-5.00082932881414	5.7084229104283e-07	2.83369270005224e-06
AGTR2	3.11154041192241	1.74788630207732	0.349523212378344	5.00077316806447	5.71008613888618e-07	2.833865371485e-06
CCDC114	130.532364155751	0.72213761849548	0.144411994432097	5.00053767234016	5.71706554979702e-07	2.83667573018947e-06
ATG9A	3974.97334036605	-0.209923913940323	0.0419814875128021	-5.00039246766345	5.72137309374877e-07	2.83815938134293e-06
DCHS2	117.559309165551	-0.798574283677054	0.159709458314123	-5.00016900756363	5.72800822345001e-07	2.84079671192466e-06
ABCC2	82.9957473288907	-0.759871420689271	0.151970555017974	-5.00012269218467	5.72938437906635e-07	2.84082524885168e-06
CHAC1	166.684157663595	-0.723753840070815	0.144760444187534	-4.99966578669246	5.74297737417339e-07	2.84670403532225e-06
SLC25A25	2054.34319212272	0.393174391764697	0.0786406133211513	4.99963536854752	5.74388342069524e-07	2.84670403532225e-06
PAMR1	491.063937799453	0.699967001549655	0.140023095509592	4.99893963208167	5.76464455499353e-07	2.85633629928198e-06
UBR2	4273.0548280712	-0.281967083385503	0.0564090971438018	-4.9986101118884	5.77450283443061e-07	2.86056309645834e-06
TIPRL	3790.35608770102	-0.233442381975534	0.0467042367723429	-4.99831274651668	5.78341308504699e-07	2.86431842538511e-06
C3orf45	4.82574205971909	0.768886494966924	0.153834657521131	4.99813570853698	5.78872414070119e-07	2.86628988479123e-06
LOC646268	4.15259868823326	0.632834788010342	0.126689675334413	4.99515675874847	5.87879954872013e-07	2.91022190895282e-06
ABCB6	1545.53729834967	-0.392811552700581	0.0786462742672926	-4.99466193866406	5.8938918353399e-07	2.91702287389301e-06
NME1	3308.56255810616	-0.516203712100296	0.103354862011832	-4.99447923447667	5.89947385000929e-07	2.91911494314654e-06
WWP1	10117.9570530971	-0.514654893840436	0.103048332447863	-4.99430589137213	5.90477457396536e-07	2.92106689831251e-06
REREP3	27.0230172481579	-0.714759735507369	0.143122009634991	-4.99405882666298	5.91233759444948e-07	2.92413684882506e-06
ZNF668	1113.66224794248	0.3330742446117	0.0667099068728061	4.99287527483382	5.94869758625637e-07	2.94144459027558e-06
OAZ3	451.048897516969	0.467610376104573	0.0936830607605323	4.99140796968466	5.99407411314281e-07	2.96320175983361e-06
PNPLA8	2244.71362719483	-0.243320150981359	0.0487490375752652	-4.99128112233372	5.99801250802223e-07	2.96428899300957e-06
SLC45A4	678.42661853872	-0.401415687039161	0.0804239030939854	-4.99124851687509	5.9990252550695e-07	2.96428899300957e-06
FAM84A	1319.81861051861	-0.849198650469969	0.170142680882277	-4.99109715484933	6.00372881847285e-07	2.96593289761933e-06
SCARB2	18720.7478518944	-0.312263620326068	0.0625674505239091	-4.99083177772669	6.01198397349417e-07	2.96933018626681e-06
PGAP3	5173.68107477003	-0.682971572252289	0.136888068995638	-4.98927026484721	6.06078040937019e-07	2.99274474305458e-06
KLHL8	1043.24239186388	-0.369893134517218	0.0741462837401415	-4.98869418477631	6.07887882124938e-07	3.00099370588902e-06
UBE2QL1	312.659042973721	-0.75288624866695	0.150933120263551	-4.98821098611294	6.09409938715568e-07	3.00781849248298e-06
C1orf61	13.6124085670047	-0.94048928771506	0.188548214113141	-4.98805725707221	6.09894948855722e-07	3.00952285344656e-06
TRMT12	1361.78584787359	-0.33317843172577	0.0667972352763115	-4.98790751365013	6.10367742204993e-07	3.01116616397169e-06
ELAVL3	6.28338575942955	-0.755630862587412	0.15149958759621	-4.98767603646146	6.11099293392859e-07	3.01399903808319e-06
GPR182	6.85866463120332	0.733129537870281	0.14698934434929	4.98763730878445	6.11221769280795e-07	3.01399903808319e-06
POMP	4937.11907823282	-0.323198233261168	0.0648051958057496	-4.9872271697155	6.12520282870626e-07	3.01971097806974e-06
GLB1	4677.93208967746	-0.264684530608473	0.053077431771946	-4.98676220329808	6.13995597569372e-07	3.02629173050436e-06
PKN3	760.405390424314	0.389716203028125	0.0781638354790151	4.98588894262685	6.1677567124268e-07	3.03929896186009e-06
TMCC1	2804.06030577706	-0.242425543397283	0.0486364165292985	-4.98444500431578	6.21399165349434e-07	3.06138203025113e-06
CAPN8	2209.31254760103	0.96930820468015	0.194477747565413	4.98415997107392	6.22315782106063e-07	3.06519689293393e-06
GRIN2D	258.21092668956	-0.646417089599632	0.129713571374953	-4.98341910370414	6.2470438114083e-07	3.0762585570967e-06
TNS1	10347.5063289569	0.440553441786305	0.0884083267049982	4.98316683739925	6.25519717018596e-07	3.07956964886852e-06
SNORD88A	1.97879526645015	1.06647241331962	0.214020254167253	4.9830443266654	6.2591604703889e-07	3.08081684199357e-06
RABGEF1	1345.56402034068	-0.25494982256216	0.0511659704465609	-4.98280048901712	6.26705597724281e-07	3.08399849186202e-06
NHLRC3	1898.29031431258	0.264074299291766	0.0529996057145322	4.9825710159832	6.27449512237659e-07	3.08695416571092e-06
LOC100128675	30.8321935176839	-0.769624103614989	0.154472550375447	-4.98227097140825	6.2842349232796e-07	3.09104011842776e-06
SUMO2	7212.53616869168	-0.279907663342847	0.0561968685418509	-4.98084093661543	6.33085611710093e-07	3.11326099490578e-06
XPNPEP3	1457.78813986439	-0.267604349175199	0.0537319196397711	-4.98036085383267	6.34658211346396e-07	3.11979349632291e-06
C2orf81	560.271599331099	0.475148040713908	0.0954046053502219	4.98034700704102	6.34703624878543e-07	3.11979349632291e-06
KIAA0556	2650.8274499992	0.313574635573602	0.0629649873117456	4.98014291690498	6.35373345769954e-07	3.12237302948629e-06
PRRC2C	16027.8018748403	-0.305659427542665	0.0613838843711855	-4.97947353240725	6.3757471165273e-07	3.13247653086577e-06
OASL	1124.04244043552	-0.794401877517842	0.159561010067696	-4.97867165155702	6.40221488608517e-07	3.14452189528658e-06
FAM210B	7643.26352516639	-0.32425100644547	0.0651283988037294	-4.9786423803022	6.40318304614845e-07	3.14452189528658e-06
TCEA1	3629.64838392199	-0.312858167058187	0.0628423085927479	-4.97846393718088	6.40908818625466e-07	3.14670455525685e-06
CCDC94	1232.78839054742	0.356966263369813	0.0717060982476544	4.97818556710398	6.41831064675514e-07	3.15051457219623e-06
C19orf12	1627.93683944908	-0.359082410665856	0.0721415623568949	-4.97746928309401	6.44210012377554e-07	3.16147164160866e-06
HINT3	2838.41028042526	-0.334393819849745	0.0671908797431861	-4.97677394800975	6.46527511134876e-07	3.17212222725797e-06
MIR3138	1.24699938623915	1.03447718865022	0.207901551146059	4.97580312868115	6.49776622181216e-07	3.18733778421496e-06
TTLL7	296.621042095225	-0.677829810509679	0.136260146840987	-4.97452722769111	6.540707099075e-07	3.20704088182202e-06
HOTAIRM1	152.977971399548	0.627300982308395	0.12610362517211	4.97448809621639	6.54202839485244e-07	3.20704088182202e-06
TMEM214	7609.08965342464	-0.228367451115078	0.0459078302495442	-4.97447711803685	6.54239912532852e-07	3.20704088182202e-06
CYP2S1	270.67353228812	-0.497310182694543	0.0999775453400878	-4.97421877085372	6.55112929408698e-07	3.21058984330778e-06
AK8	319.529205168659	0.488492488386768	0.0982098337846862	4.97396716359108	6.55964249535346e-07	3.2140308828723e-06
GALNTL1	1669.87216316543	0.719276020499815	0.144611139265666	4.9738631764627	6.56316404134985e-07	3.21502515022376e-06
GPR77	442.641517098838	0.686256642719654	0.137989308089583	4.97325953887771	6.58364236785946e-07	3.22390465426823e-06
CNOT10	2046.50651254645	-0.201253485670936	0.040467272570054	-4.97324066806185	6.58428354937811e-07	3.22390465426823e-06
JMJD5	334.599409412637	0.283759283188245	0.0570597185621792	4.97302283184286	6.591689418841e-07	3.22679747419928e-06
FTSJ3	4002.40694458963	-0.308695947536151	0.0620861190608041	-4.97206061847463	6.6244983428872e-07	3.24212158789554e-06
SLC25A27	202.805276062183	0.656245197297498	0.132013055397084	4.97106286437785	6.658685285582e-07	3.25761191744138e-06
MRPL42	2571.71643192268	-0.264830745842262	0.0532749029588214	-4.97102258538061	6.66006896515406e-07	3.25761191744138e-06
ZCCHC2	1622.89633292104	-0.35571648108302	0.0715582676877055	-4.97100464526946	6.66068533992261e-07	3.25761191744138e-06
MAS1L	5.22225896601786	0.986996487802541	0.198570506014364	4.9705090026368	6.67773606499311e-07	3.26520984530666e-06
NPIPL3	1512.45137669122	0.404621635322787	0.0814094193702715	4.97020662292727	6.68815895406447e-07	3.26956425020116e-06
CRKL	5432.29477951511	-0.226396028747204	0.0455668259469716	-4.96843973751151	6.74937683323416e-07	3.29874261558976e-06
CYP27B1	206.608196846379	-0.683190416539537	0.137522720098297	-4.96783670400943	6.77039366106409e-07	3.30826402889464e-06
ZNF729	21.3957051043949	-1.12910976410808	0.227320437036429	-4.967040266279	6.79824764596398e-07	3.32112125362014e-06
ZXDB	1395.99428416354	-0.346329578130941	0.069726703595936	-4.96695756819238	6.80114618366729e-07	3.32178402586552e-06
ZNF414	684.410572870176	0.385210999264841	0.0775566299020352	4.96683519837589	6.80543738590373e-07	3.32312654220104e-06
ANKH	5160.68602868675	-0.457490610931471	0.092139955785277	-4.96517072351985	6.8640660659542e-07	3.35099567924127e-06
WDR60	1455.18242297346	0.24740060687978	0.0498350539521624	4.96438926538065	6.89175937984239e-07	3.36375315086825e-06
NR4A3	517.850616433122	0.826306265766437	0.166461183999371	4.96395763813357	6.90710150824847e-07	3.37047780053692e-06
MIR4635	7.17129268266703	0.742003875371817	0.149485248406751	4.9637264096643	6.91533402293368e-07	3.37373089198558e-06
MON1B	1560.80529518796	-0.257179762723957	0.0518133710760764	-4.96357904113873	6.92058577253107e-07	3.37552863670839e-06
LIN9	697.025440278647	-0.40498916373196	0.0816066181715478	-4.9626999967162	6.95199206506638e-07	3.39007960728361e-06
GLRX2	538.155788039796	-0.329789958237155	0.0664543764501619	-4.96265221124276	6.95370326297278e-07	3.39014670960592e-06
C7orf73	3952.8322305987	-0.255493176164905	0.0514852378385676	-4.96245500440352	6.9607695348547e-07	3.39282395608393e-06
GBE1	1691.23578292678	-0.333022166976239	0.0671261976719252	-4.9611355704052	7.00822551891371e-07	3.41518232480156e-06
CDC27	3512.58548460977	-0.268225565970632	0.0540669825672059	-4.9609864141618	7.01360978130534e-07	3.41703322316694e-06
CLDN25	7.96115221677812	1.3079340339526	0.263652970697616	4.96081660104894	7.01974457015282e-07	3.41923370398393e-06
MBTPS2	1819.40649985352	-0.323215394252775	0.065154232652312	-4.96077355369339	7.02130055069854e-07	3.41923370398393e-06
HGF	211.862685023997	0.530978976173687	0.1070568157683	4.95978674840163	7.05706066461234e-07	3.4358715244838e-06
C14orf1	2598.25564002691	-0.273854543012078	0.0552163358350147	-4.95966526700269	7.06147505238232e-07	3.43724397940634e-06
C1QBP	4224.33816821873	-0.316860419856069	0.0638918304320771	-4.95932606271033	7.07381513934664e-07	3.44247285660908e-06
BBS1	2929.17928913338	0.339004116077347	0.0683694649463453	4.95841405726064	7.10709657210189e-07	3.45788817862157e-06
KLHL3	388.059675136937	0.402048435498999	0.0810946878641864	4.95776537388405	7.13086046570217e-07	3.46866691969039e-06
MRPL35	2267.93029556673	-0.200638133840439	0.0404711723290793	-4.95755675691848	7.13851920442272e-07	3.47160852686418e-06
CRHR2	16.9054341291289	0.59083845212007	0.119200044948765	4.95669655472049	7.17018271337802e-07	3.4862201845411e-06
GNPTG	3933.83649667235	0.34767061667269	0.0701440232000174	4.95652517223454	7.17650734151805e-07	3.48850799110254e-06
NDUFB5	4011.18679908239	-0.251291853688991	0.050701040808005	-4.95634507071729	7.183159525181e-07	3.49095395466951e-06
LOC100133445	93.1181679026337	0.522145321030186	0.105356464652728	4.9559874920942	7.19638456915839e-07	3.49659244830736e-06
PGM3	3074.94484396895	-0.329438466762109	0.0664761850203484	-4.9557366545819	7.20567579042258e-07	3.50031745724609e-06
UBP1	5780.06741058254	-0.253730128841195	0.0512030369363767	-4.95537265019011	7.21917936084126e-07	3.50608656785311e-06
LOC100270804	71.0819415848094	0.456101036339323	0.0920483395204995	4.95501644804518	7.23241709005906e-07	3.51172399793176e-06
RAB36	902.501066768478	0.639656681580541	0.129110922047499	4.95431890220113	7.25840812969079e-07	3.52354990414733e-06
ADAMTS15	5570.61952532505	0.853023358724809	0.17219309210739	4.95387676871969	7.27492889940924e-07	3.53077423313522e-06
CDR2L	2177.46134655015	-0.381414837885444	0.0770013754690497	-4.95335097018822	7.29462306100273e-07	3.53953511770817e-06
PUM2	10074.0296260089	-0.220384894228137	0.044494715078159	-4.95305776969266	7.30562739283938e-07	3.54407648167826e-06
SLC2A12	307.25781264602	-0.619272190109627	0.125045375408451	-4.95237979083051	7.33113441830012e-07	3.5556497052647e-06
UBE2L3	4552.35844238144	-0.243039236133131	0.0490786505942817	-4.95203582800723	7.3441078249653e-07	3.56114019763791e-06
TSC22D2	1829.87311991141	-0.276762046374632	0.0558929024974988	-4.95164920782235	7.35871656206747e-07	3.56742100839742e-06
